source,timestamp,severity,ip,dest_ip,threat_type,details,category
SSH Logs,Jan 21 07:13:42,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52788 [preauth],
SSH Logs,Jan 21 07:13:42,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52800,
SSH Logs,Jan 21 07:13:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52794 ssh2,
SSH Logs,Jan 21 07:13:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user bciim from 192.168.0.15 port 52792 ssh2,
SSH Logs,Jan 21 07:13:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52820,
SSH Logs,Jan 21 07:13:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52800 ssh2,
SSH Logs,Jan 21 07:13:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bciim 192.168.0.15 port 52792 [preauth],
SSH Logs,Jan 21 07:13:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52794 [preauth],
SSH Logs,Jan 21 07:13:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52800 [preauth],
SSH Logs,Jan 21 07:13:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52820 ssh2,
SSH Logs,Jan 21 07:13:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bcim from 192.168.0.15 port 52822,
SSH Logs,Jan 21 07:13:47,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52824,
SSH Logs,Jan 21 07:13:47,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52826,
SSH Logs,Jan 21 07:13:48,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52820 [preauth],
SSH Logs,Jan 21 07:13:48,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user bcim from 192.168.0.15 port 52822 ssh2,
SSH Logs,Jan 21 07:13:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52826 ssh2,
SSH Logs,Jan 21 07:13:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52824 ssh2,
SSH Logs,Jan 21 07:13:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bcim 192.168.0.15 port 52822 [preauth],
SSH Logs,Jan 21 07:13:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52828,
SSH Logs,Jan 21 07:13:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52824 [preauth],
SSH Logs,Jan 21 07:13:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52826 [preauth],
SSH Logs,Jan 21 07:13:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bcms from 192.168.0.15 port 52840,
SSH Logs,Jan 21 07:13:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52828 ssh2,
SSH Logs,Jan 21 07:13:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52842,
SSH Logs,Jan 21 07:13:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52844,
SSH Logs,Jan 21 07:13:53,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user bcms from 192.168.0.15 port 52840 ssh2,
SSH Logs,Jan 21 07:13:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52828 [preauth],
SSH Logs,Jan 21 07:13:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bcms 192.168.0.15 port 52840 [preauth],
SSH Logs,Jan 21 07:13:55,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52842 ssh2,
SSH Logs,Jan 21 07:13:55,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52844 ssh2,
SSH Logs,Jan 21 07:13:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52846,
SSH Logs,Jan 21 07:13:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bcnas from 192.168.0.15 port 52848,
SSH Logs,Jan 21 07:13:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52844 [preauth],
SSH Logs,Jan 21 07:13:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52842 [preauth],
SSH Logs,Jan 21 07:13:57,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52846 ssh2,
SSH Logs,Jan 21 07:13:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user bcnas from 192.168.0.15 port 52848 ssh2,
SSH Logs,Jan 21 07:13:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52846 [preauth],
SSH Logs,Jan 21 07:13:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bcnas 192.168.0.15 port 52848 [preauth],
SSH Logs,Jan 21 07:13:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52860,
SSH Logs,Jan 21 07:13:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52862,
SSH Logs,Jan 21 07:14:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52864,
SSH Logs,Jan 21 07:14:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user blue from 192.168.0.15 port 52866,
SSH Logs,Jan 21 07:14:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52860 ssh2,
SSH Logs,Jan 21 07:14:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52862 ssh2,
SSH Logs,Jan 21 07:14:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52864 ssh2,
SSH Logs,Jan 21 07:14:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user blue from 192.168.0.15 port 52866 ssh2,
SSH Logs,Jan 21 07:14:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52860 [preauth],
SSH Logs,Jan 21 07:14:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52862 [preauth],
SSH Logs,Jan 21 07:14:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user blue 192.168.0.15 port 52866 [preauth],
SSH Logs,Jan 21 07:14:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52864 [preauth],
SSH Logs,Jan 21 07:14:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52878,
SSH Logs,Jan 21 07:14:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52880,
SSH Logs,Jan 21 07:14:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user browse from 192.168.0.15 port 52882,
SSH Logs,Jan 21 07:14:05,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52884,
SSH Logs,Jan 21 07:14:06,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52878 ssh2,
SSH Logs,Jan 21 07:14:06,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52880 ssh2,
SSH Logs,Jan 21 07:14:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user browse from 192.168.0.15 port 52882 ssh2,
SSH Logs,Jan 21 07:14:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52884 ssh2,
SSH Logs,Jan 21 07:14:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52878 [preauth],
SSH Logs,Jan 21 07:14:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52880 [preauth],
SSH Logs,Jan 21 07:14:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user browse 192.168.0.15 port 52882 [preauth],
SSH Logs,Jan 21 07:14:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52884 [preauth],
SSH Logs,Jan 21 07:14:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52896,
SSH Logs,Jan 21 07:14:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52894,
SSH Logs,Jan 21 07:14:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user browse from 192.168.0.15 port 52898,
SSH Logs,Jan 21 07:14:11,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52900,
SSH Logs,Jan 21 07:14:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52894 ssh2,
SSH Logs,Jan 21 07:14:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52896 ssh2,
SSH Logs,Jan 21 07:14:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user browse from 192.168.0.15 port 52898 ssh2,
SSH Logs,Jan 21 07:14:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user browse 192.168.0.15 port 52898 [preauth],
SSH Logs,Jan 21 07:14:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52900 ssh2,
SSH Logs,Jan 21 07:14:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52896 [preauth],
SSH Logs,Jan 21 07:14:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52894 [preauth],
SSH Logs,Jan 21 07:14:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cablemodem from 192.168.0.15 port 52910,
SSH Logs,Jan 21 07:14:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52900 [preauth],
SSH Logs,Jan 21 07:14:16,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52914,
SSH Logs,Jan 21 07:14:16,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52916,
SSH Logs,Jan 21 07:14:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cablemodem from 192.168.0.15 port 52910 ssh2,
SSH Logs,Jan 21 07:14:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin1 from 192.168.0.15 port 52918,
SSH Logs,Jan 21 07:14:18,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52914 ssh2,
SSH Logs,Jan 21 07:14:18,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52916 ssh2,
SSH Logs,Jan 21 07:14:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cablemodem 192.168.0.15 port 52910 [preauth],
SSH Logs,Jan 21 07:14:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin1 from 192.168.0.15 port 52918 ssh2,
SSH Logs,Jan 21 07:14:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52914 [preauth],
SSH Logs,Jan 21 07:14:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52916 [preauth],
SSH Logs,Jan 21 07:14:20,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 52930 [preauth],
SSH Logs,Jan 21 07:14:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin1 192.168.0.15 port 52918 [preauth],
SSH Logs,Jan 21 07:14:21,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ccrusr from 192.168.0.15 port 52928,
SSH Logs,Jan 21 07:14:21,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Wproot from 192.168.0.15 port 52932,
SSH Logs,Jan 21 07:14:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user StoogR from 192.168.0.15 port 52934,
SSH Logs,Jan 21 07:14:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user 888888 from 192.168.0.15 port 52936,
SSH Logs,Jan 21 07:14:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user StoogR 192.168.0.15 port 52934 [preauth],
SSH Logs,Jan 21 07:14:23,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ccrusr from 192.168.0.15 port 52928 ssh2,
SSH Logs,Jan 21 07:14:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Wproot from 192.168.0.15 port 52932 ssh2,
SSH Logs,Jan 21 07:14:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user 666666 from 192.168.0.15 port 52938,
SSH Logs,Jan 21 07:14:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user 888888 from 192.168.0.15 port 52936 ssh2,
SSH Logs,Jan 21 07:14:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ccrusr 192.168.0.15 port 52928 [preauth],
SSH Logs,Jan 21 07:14:26,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Wproot 192.168.0.15 port 52932 [preauth],
SSH Logs,Jan 21 07:14:26,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cellit from 192.168.0.15 port 52948,
SSH Logs,Jan 21 07:14:26,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user 888888 192.168.0.15 port 52936 [preauth],
SSH Logs,Jan 21 07:14:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user 666666 from 192.168.0.15 port 52938 ssh2,
SSH Logs,Jan 21 07:14:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user 666666 192.168.0.15 port 52938 [preauth],
SSH Logs,Jan 21 07:14:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cellit from 192.168.0.15 port 52948 ssh2,
SSH Logs,Jan 21 07:14:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cellit 192.168.0.15 port 52948 [preauth],
SSH Logs,Jan 21 07:14:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user CISCO15 from 192.168.0.15 port 52960,
SSH Logs,Jan 21 07:14:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user CISCO15 from 192.168.0.15 port 52960 ssh2,
SSH Logs,Jan 21 07:14:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user CISCO15 192.168.0.15 port 52960 [preauth],
SSH Logs,Jan 21 07:14:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cmaker from 192.168.0.15 port 52972,
SSH Logs,Jan 21 07:14:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cmaker from 192.168.0.15 port 52972 ssh2,
SSH Logs,Jan 21 07:14:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cmaker 192.168.0.15 port 52972 [preauth],
SSH Logs,Jan 21 07:14:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user craft from 192.168.0.15 port 52988,
SSH Logs,Jan 21 07:14:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user craft from 192.168.0.15 port 52988 ssh2,
SSH Logs,Jan 21 07:14:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user craft 192.168.0.15 port 52988 [preauth],
SSH Logs,Jan 21 07:15:00,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 53030,
SSH Logs,Jan 21 07:15:19,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 53062 [preauth],
SSH Logs,Jan 21 07:16:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user nessus_kbcKrHgO from 192.168.0.15 port 53154,
SSH Logs,Jan 21 07:16:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user nessus_kbcKrHgO 192.168.0.15 port 53154 [preauth],
SSH Logs,Jan 21 07:16:08,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 53164 [preauth],
SSH Logs,Jan 21 07:16:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Fortimanager_Access from 192.168.0.15 port 53166,
SSH Logs,Jan 21 07:16:11,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Fortimanager_Access 192.168.0.15 port 53166 [preauth],
SSH Logs,Jan 21 07:16:11,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53168 [preauth],
SSH Logs,Jan 21 07:16:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user service from 192.168.0.15 port 53170,
SSH Logs,Jan 21 07:16:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user service 192.168.0.15 port 53170 [preauth],
SSH Logs,Jan 21 07:16:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user service from 192.168.0.15 port 53174,
SSH Logs,Jan 21 07:16:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user service 192.168.0.15 port 53174 [preauth],
SSH Logs,Jan 21 07:16:15,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53184 [preauth],
SSH Logs,Jan 21 07:16:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user service from 192.168.0.15 port 53188,
SSH Logs,Jan 21 07:16:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user service 192.168.0.15 port 53188 [preauth],
SSH Logs,Jan 21 07:16:20,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53192 [preauth],
SSH Logs,Jan 21 07:16:24,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53210 [preauth],
SSH Logs,Jan 21 07:16:28,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53228 [preauth],
SSH Logs,Jan 21 07:16:32,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user sync 192.168.0.15 port 53238 [preauth],
SSH Logs,Jan 21 07:16:36,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53266 [preauth],
SSH Logs,Jan 21 07:16:40,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53290 [preauth],
SSH Logs,Jan 21 07:16:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user vagrant from 192.168.0.15 port 53318,
SSH Logs,Jan 21 07:16:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user vagrant 192.168.0.15 port 53318 [preauth],
SSH Logs,Jan 21 07:16:48,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 53344 [preauth],
SSH Logs,Jan 21 07:17:05,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cisco from 192.168.0.15 port 53492,
SSH Logs,Jan 21 07:17:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cisco from 192.168.0.15 port 53492 ssh2,
SSH Logs,Jan 21 07:17:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cisco 192.168.0.15 port 53492 [preauth],
SSH Logs,Jan 21 07:17:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Cisco from 192.168.0.15 port 53526,
SSH Logs,Jan 21 07:17:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Cisco from 192.168.0.15 port 53526 ssh2,
SSH Logs,Jan 21 07:17:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Cisco 192.168.0.15 port 53526 [preauth],
SSH Logs,Jan 21 07:17:13,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 53552 [preauth],
SSH Logs,Jan 21 07:17:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user rw from 192.168.0.15 port 53728,
SSH Logs,Jan 21 07:17:33,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user rw from 192.168.0.15 port 53728 ssh2,
SSH Logs,Jan 21 07:17:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user rw 192.168.0.15 port 53728 [preauth],
SSH Logs,Jan 21 07:17:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user rwa from 192.168.0.15 port 53780,
SSH Logs,Jan 21 07:17:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user rwa from 192.168.0.15 port 53780 ssh2,
SSH Logs,Jan 21 07:17:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user rwa 192.168.0.15 port 53780 [preauth],
SSH Logs,Jan 21 07:17:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ro from 192.168.0.15 port 53834,
SSH Logs,Jan 21 07:17:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ro from 192.168.0.15 port 53834 ssh2,
SSH Logs,Jan 21 07:17:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ro 192.168.0.15 port 53834 [preauth],
SSH Logs,Jan 21 07:17:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user 13 from 192.168.0.15 port 53894,
SSH Logs,Jan 21 07:17:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user 13 from 192.168.0.15 port 53894 ssh2,
SSH Logs,Jan 21 07:17:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user 13 192.168.0.15 port 53894 [preauth],
SSH Logs,Jan 21 07:17:53,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user 12 from 192.168.0.15 port 53960,
SSH Logs,Jan 21 07:17:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user 12 from 192.168.0.15 port 53960 ssh2,
SSH Logs,Jan 21 07:17:57,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user 12 192.168.0.15 port 53960 [preauth],
SSH Logs,Jan 21 07:18:00,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user lp 192.168.0.15 port 54030 [preauth],
SSH Logs,Jan 21 07:18:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user OutOfBox from 192.168.0.15 port 54046,
SSH Logs,Jan 21 07:18:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user OutOfBox 192.168.0.15 port 54046 [preauth],
SSH Logs,Jan 21 07:18:02,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 54074 [preauth],
SSH Logs,Jan 21 07:18:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user EZsetup from 192.168.0.15 port 54052,
SSH Logs,Jan 21 07:18:02,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user EZsetup 192.168.0.15 port 54052 [preauth],
SSH Logs,multiple,HIGH,192.168.0.15,,SSH_Brute_Force,Multiple attack attempts (748) from same IP,
VirusTotal,2026-03-08T23:36:16.307772,CRITICAL,71.6.165.200,,Malicious_IP,"VT Stats: 17 malicious, 0 suspicious",
VirusTotal,2026-03-08T23:36:17.912723,HIGH,222.186.56.46,,Malicious_IP,"VT Stats: 0 malicious, 1 suspicious",
